Regions,Existing Stores Revenue,Store Type,Budget Version,Retailers,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec
Southern Europe,Volume Discount,Corporate Store,Budget version 2,Sports Store,96808.2246,73610.11446,81185.23709,73016.8564,66640.4651,63271.85668,98160.0143,74524.62958,54782.5147,66884.75304,65615.50983,72153.84177
Southern Europe,Volume Discount,Corporate Store,Budget version 2,Warehouse Store,5058.110919,13652.49057,9050.054912,19221.61913,14801.75009,5846.373137,16574.98815,20189.12047,5895.38487,17615.19065,13597.52827,16018.71122
Southern Europe,Freight,Franchise Store,Budget version 1,Department Store,136708.4416,264088.3826,105832.4969,152987.2962,289302.8557,247132.3935,219075.5208,396191.7844,226543.6538,231581.6985,255757.386,227044.9305
Southern Europe,Freight,Franchise Store,Budget version 1,Direct Marketing,20359.00265,63568.20344,2614.303012,38761.89953,14365.69444,62981.812,45448.38539,36064.41445,4422.181181,6711.132746,52536.93985,5994.148057
Southern Europe,Freight,Franchise Store,Budget version 1,Equipment Rental Store,18052.23497,7241.700475,14965.21234,27845.20793,702.7261588,7845.39566,50460.06355,1345.315793,18663.39944,13488.84029,13571.78263,10450.65234
Southern Europe,Freight,Franchise Store,Budget version 1,Eyewear Store,41478.32809,40413.19319,20467.46932,58491.64505,28746.02424,35932.45881,39724.35578,16805.65715,48785.91864,51114.57159,14173.15414,41261.15501
Southern Europe,Freight,Franchise Store,Budget version 1,Golf Shop,145781.1394,137619.9996,224651.8963,233907.3313,114589.1545,176654.2785,164650.2142,105305.2745,170861.4695,155734.9744,158066.4383,141627.8232
Southern Europe,Freight,Franchise Store,Budget version 1,Outdoors Shop,351573.3692,466546.7088,409769.3464,499135.7641,456257.8406,632886.6567,381037.0801,506263.3054,541812.14,494466.4927,423312.2994,546892.4989
Southern Europe,Freight,Franchise Store,Budget version 1,Sports Store,518923.6805,433159.302,407685.9033,456777.7748,409448.0633,324258.0216,460167.5961,367624.0066,296841.9891,383354.1405,333030.7003,346027.0299
Southern Europe,Freight,Franchise Store,Budget version 1,Warehouse Store,56778.21398,75826.63759,60165.05354,87245.86246,111807.4477,68414.58999,121943.1095,117120.255,31521.08904,114539.7541,110144.3336,85053.12934
Southern Europe,Freight,Franchise Store,Budget version 2,Department Store,152101.4419,293824.0193,117748.9495,170213.2514,321877.5738,274958.8318,243742.8313,440801.9064,252051.8558,257657.1707,284554.9751,252609.5748
Southern Europe,Freight,Franchise Store,Budget version 2,Direct Marketing,22651.37122,70725.81101,2908.666452,43126.38445,15983.23273,70073.39348,50565.75051,40125.16985,4920.106807,7466.78812,58452.45701,6669.072897
Southern Europe,Freight,Franchise Store,Budget version 2,Equipment Rental Store,20084.86775,8057.096339,16650.25473,30980.50293,781.8512213,8728.765967,56141.73006,1496.794708,20764.84767,15007.64718,15099.9286,11627.36749
Southern Europe,Freight,Franchise Store,Budget version 2,Eyewear Store,46148.67551,44963.6093,22772.05094,65077.6459,31982.74872,39978.35636,44197.21067,18697.92864,54279.08097,56869.93394,15769.01292,45907.04933
Southern Europe,Freight,Franchise Store,Budget version 2,Golf Shop,162195.7009,153115.6388,249947.0915,260244.6634,127491.583,196545.0719,183189.3825,117162.3632,190100.0083,173270.3108,175864.2913,157574.7325
Southern Europe,Freight,Franchise Store,Budget version 2,Outdoors Shop,391159.5785,519078.6048,455908.2652,555337.0995,507631.238,704147.9804,423940.8235,563267.1827,602818.7198,550142.0808,470976.118,608471.1133
Southern Europe,Freight,Franchise Store,Budget version 2,Sports Store,577353.0817,481931.8664,453590.2321,508209.7153,455550.8065,360768.5967,511981.2213,409017.4743,330265.5933,426518.7787,370529.0554,384988.7364
Southern Europe,Freight,Franchise Store,Budget version 2,Warehouse Store,63171.28712,84364.51165,66939.47564,97069.51032,124396.6635,76117.88756,135673.5734,130307.6786,35070.27831,127436.6203,122546.2873,94629.88138
Southern Europe,Freight,Corporate Store,Budget version 1,Department Store,66886.14293,70560.88892,70676.87293,74808.44958,113155.0822,118266.1037,74690.52437,111099.2902,87981.70476,79543.28724,101532.2845,86964.55273
Southern Europe,Freight,Corporate Store,Budget version 1,Direct Marketing,0,21771.64393,360.9864476,2298.220974,2079.753748,11829.6405,8615.887791,8673.299068,889.5074408,2253.504499,11356.2158,1708.894941
Southern Europe,Freight,Corporate Store,Budget version 1,Equipment Rental Store,3856.30908,9179.47222,283.8106493,5039.696075,160.0737134,88.86658074,11102.66533,296.7500195,9726.991354,3213.922025,3182.26968,2443.800771
Southern Europe,Freight,Corporate Store,Budget version 1,Eyewear Store,4510.556234,4827.111867,1992.998677,9807.406945,5320.586752,8973.803762,6295.552653,4834.239016,7115.586726,10617.22903,3739.426505,7223.861372
Southern Europe,Freight,Corporate Store,Budget version 1,Golf Shop,48556.81953,62667.70971,56216.93907,66357.52292,26509.83525,44179.36414,51446.21813,36382.18015,46400.94994,53401.12745,40801.52461,47636.55583
Southern Europe,Freight,Corporate Store,Budget version 1,Outdoors Shop,169907.0144,177895.8368,163663.6158,173835.8916,154914.8163,201625.1848,136653.6929,187915.2473,179710.0949,168672.213,158493.0195,200470.045
Southern Europe,Freight,Corporate Store,Budget version 1,Sports Store,167714.4962,127525.1489,140648.5987,126497.3646,115450.6456,109614.7317,170056.3915,129109.492,94907.45118,115873.8599,113674.9715,125002.243
Southern Europe,Freight,Corporate Store,Budget version 1,Warehouse Store,8762.876581,23652.1286,15678.68232,33300.31287,25643.15241,10128.49403,28715.18198,34976.45144,10213.40394,30517.27098,23556.90967,27751.46525
Southern Europe,Freight,Corporate Store,Budget version 2,Department Store,81577.67054,86059.57374,86201.03361,91240.11023,138009.5728,144243.2292,91096.28277,135502.2266,107306.8682,97014.95402,123833.83,106066.2989
Southern Europe,Freight,Corporate Store,Budget version 2,Direct Marketing,0,26553.78106,440.277047,2803.024741,2536.571233,14428.01862,10508.36578,10578.38743,1084.887568,2748.486301,13850.60627,2084.253365
Southern Europe,Freight,Corporate Store,Budget version 2,Equipment Rental Store,4703.34658,11195.74142,346.1496003,6146.664287,195.2338718,108.386107,13541.3635,361.9311006,11863.52301,3919.85934,3881.254564,2980.58111
Southern Europe,Freight,Corporate Store,Budget version 2,Eyewear Store,5501.298988,5887.386001,2430.760429,11961.60187,6489.252544,10944.89792,7678.369506,5896.078627,8678.523895,12949.30122,4560.790772,8810.581045
Southern Europe,Freight,Corporate Store,Budget version 2,Golf Shop,59222.315,76432.65933,68564.97824,80932.93925,32332.71514,53883.35244,62746.36941,44373.51858,56592.90911,65130.67417,49763.57115,58099.91558
Southern Europe,Freight,Corporate Store,Budget version 2,Outdoors Shop,207227.0554,216970.621,199612.2955,212018.9096,188941.824,245912.1154,166669.6486,229190.7929,219183.3804,205721.0301,193305.9788,244503.2494
Southern Europe,Freight,Corporate Store,Budget version 2,Sports Store,204552.9509,155536.0218,171542.0346,154282.4848,140809.3563,133691.5851,207409.2431,157468.3655,115753.8534,141325.5295,138643.6557,152458.9601
Southern Europe,Freight,Corporate Store,Budget version 2,Warehouse Store,10687.64063,28847.31381,19122.50169,40614.71978,31275.66559,12353.21567,35022.46583,42659.02185,12456.77603,37220.38331,28731.18006,33847.06892
GO Accessories,Existing Stores Revenue,Franchise Store,Budget version 1,Department Store,5952205.084,11498252.74,4607884.628,6660976.833,12596076.06,10759998.96,9538419.238,17249957.11,9863577.353,10082930.85,11135526.06,9885402.642
GO Accessories,Existing Stores Revenue,Franchise Store,Budget version 1,Direct Marketing,886418.9929,2767722.164,113825.2145,1687670.292,625473.8806,2742191.026,1978795.951,1570223.379,192539.1659,292198.7698,2287427.44,260981.6785
GO Accessories,Existing Stores Revenue,Franchise Store,Budget version 1,Equipment Rental Store,785983.6859,315299.3765,651576.5374,1212363.964,30596.28335,341583.9095,2197001.468,58574.25782,812593.4268,587296.1672,590907.4278,455015.252
GO Accessories,Existing Stores Revenue,Franchise Store,Budget version 1,Eyewear Store,1805941.992,1759566.646,891141.568,2546691.8,1251584.976,1564478.108,1729575.07,731708.4211,2124110.184,2225498.363,617090.7896,1796486.404
GO Accessories,Existing Stores Revenue,Franchise Store,Budget version 1,Golf Shop,6347225.008,5991893.783,9781211.345,10184187.54,4989144.343,7691423.315,7168773.42,4584929.673,7439207.821,6780609.126,6882119.693,6166392.064
GO Accessories,Existing Stores Revenue,Franchise Store,Budget version 1,Outdoors Shop,15307297.57,20313169.11,17841116.17,21732077.39,19865197.84,27555512.54,16590130.2,22042406.35,23590181.69,21528780.07,18430768.37,23811377.52
GO Accessories,Existing Stores Revenue,Franchise Store,Budget version 1,Sports Store,22593631.63,18859501.07,17750404.28,19887835.47,17827127.69,14118003.41,20035426.3,16006132.88,12924325.5,16691013.65,14499960.68,15065813.22
GO Accessories,Existing Stores Revenue,Franchise Store,Budget version 1,Warehouse Store,2472090.019,3301447.172,2619551.02,3798633.502,4868030.467,2978730.982,5309331.218,5099346.972,1372409.665,4986993.482,4795619.456,3703163.192
GO Accessories,Existing Stores Revenue,Franchise Store,Budget version 2,Department Store,6273154.638,12118251.39,4856346.92,7020144.152,13275270.57,11340190.14,10052741.47,18180094.08,10395432.47,10626613.76,11735966.08,10418434.61
GO Accessories,Existing Stores Revenue,Franchise Store,Budget version 2,Direct Marketing,934215.6961,2916960.838,119962.7973,1778671.361,659200.1317,2890053.032,2085494.841,1654891.579,202921.093,307954.4542,2410768.085,275054.1024
GO Accessories,Existing Stores Revenue,Franchise Store,Budget version 2,Equipment Rental Store,828364.8051,332300.6714,686710.2729,1277735.985,32246.06916,360002.4959,2315466.244,61732.64729,856409.373,618963.8333,622769.8171,479550.1832
GO Accessories,Existing Stores Revenue,Franchise Store,Budget version 2,Eyewear Store,1903320.404,1854444.447,939192.9177,2684012.269,1319071.838,1648836.517,1822835.692,771162.9574,2238644.58,2345499.723,650365.015,1893354.96
GO Accessories,Existing Stores Revenue,Franchise Store,Budget version 2,Golf Shop,6689474.478,6314983.396,10308625.2,10733330.32,5258164.584,8106153.461,7555321.698,4832154.207,7840338.225,7146227.152,7253211.282,6498890.819
GO Accessories,Existing Stores Revenue,Franchise Store,Budget version 2,Outdoors Shop,16132684.17,21408477.9,18803129.1,22903895.31,20936351.52,29041336.59,17484688.57,23230957.55,24862190.66,22689635.96,19424576.01,25095313.62
GO Accessories,Existing Stores Revenue,Franchise Store,Budget version 2,Sports Store,23811905.51,19876426.45,18707525.93,20960209.8,18788386.35,14879261.94,21115758.88,16869201.46,13621219.58,17591011.77,15281814.78,15878178.72
GO Accessories,Existing Stores Revenue,Franchise Store,Budget version 2,Warehouse Store,2605387.877,3479464.895,2760800.14,4003460.068,5130520.113,3139347.487,5595616.294,5374309.462,1446411.528,5255897.746,5054204.62,3902841.892
GO Accessories,Existing Stores Revenue,Corporate Store,Budget version 1,Department Store,5149457.37,5535681.66,6620426.1,5325449.45,6633152.55,7789026.1,4996018.37,6213014.39,7577109.24,5909746.77,7327577.78,6801852.79
GO Accessories,Existing Stores Revenue,Corporate Store,Budget version 1,Direct Marketing,0,0,0,0,0,0,0,0,0,0,0,0
GO Accessories,Existing Stores Revenue,Corporate Store,Budget version 1,Equipment Rental Store,0,0,0,0,0,0,0,0,0,0,0,0
GO Accessories,Existing Stores Revenue,Corporate Store,Budget version 1,Eyewear Store,2674442.72,2943079.02,3825965.93,3059534.53,3836766.65,4392813.96,3027748.84,3094405.56,4282746.95,4067838.97,4040103.11,4170063.02
GO Accessories,Existing Stores Revenue,Corporate Store,Budget version 1,Golf Shop,2456059.79,3374293.31,4077696.4,3124556.85,4350544.31,5054629.34,3107587.22,3334784.96,4495908.58,4184814.03,4900283.12,4556958.35
GO Accessories,Existing Stores Revenue,Corporate Store,Budget version 1,Outdoors Shop,9798251.06,11755034.78,13094483.08,10639194.76,14301693.72,16094793.17,11979639.67,13166491.99,14925426.7,13757597.98,14957950.1,16454925.02
GO Accessories,Existing Stores Revenue,Corporate Store,Budget version 1,Sports Store,7739059.18,9256189.8,11067395.2,8649445.6,10767396.44,12224351.88,9127985.3,9715024.61,12517855.76,10942423.59,11875653.34,12279715.76
GO Accessories,Existing Stores Revenue,Corporate Store,Budget version 1,Warehouse Store,0,719863.9,198828,0,862107,0,741673.2,0,0,513117.8,0,290312
GO Accessories,Existing Stores Revenue,Corporate Store,Budget version 2,Department Store,5767392.25,6199963.46,7414877.23,5964503.38,7429130.86,8723709.23,5595540.57,6958576.12,8486362.35,6618916.38,8206887.11,7618075.12
GO Accessories,Existing Stores Revenue,Corporate Store,Budget version 2,Direct Marketing,0,0,0,0,0,0,0,0,0,0,0,0
GO Accessories,Existing Stores Revenue,Corporate Store,Budget version 2,Equipment Rental Store,0,0,0,0,0,0,0,0,0,0,0,0
GO Accessories,Existing Stores Revenue,Corporate Store,Budget version 2,Eyewear Store,2712419.81,2984870.74,3880294.65,3102979.92,3891248.74,4455191.92,3070742.87,3138346.12,4343561.96,4125602.28,4097472.57,4229277.91
GO Accessories,Existing Stores Revenue,Corporate Store,Budget version 2,Golf Shop,2750786.96,3779208.51,4567019.97,3499503.67,4872609.63,5661184.86,3480497.69,3734959.16,5035417.61,4686991.71,5488317.09,5103793.35
GO Accessories,Existing Stores Revenue,Corporate Store,Budget version 2,Outdoors Shop,9918769.55,11899621.71,13255545.22,10770056.86,14477604.55,16292759.13,12126989.24,13328439.84,15109009.45,13926816.44,15141932.89,16657320.6
GO Accessories,Existing Stores Revenue,Corporate Store,Budget version 2,Sports Store,8768354.05,10487263.04,12539358.76,9799821.86,12199460.17,13850190.68,10342007.34,11007122.88,14182730.58,12397765.93,13455115.23,13912917.96
GO Accessories,Existing Stores Revenue,Corporate Store,Budget version 2,Warehouse Store,0,796889.34,220102.6,0,954352.45,0,821032.23,0,0,568021.4,0,321375.38
GO Accessories,GROSS MARGIN %,Franchise Store,Budget version 1,Department Store,34.19336658,40.88599302,32.78439123,30.50690964,38.76693881,36.11544974,38.5205179,41.45785524,41.4479984,31.2461724,32.34028127,33.38510597
GO Accessories,GROSS MARGIN %,Franchise Store,Budget version 1,Direct Marketing,26.10730086,26.01189212,25.93383042,31.05120833,26.10730086,33.57574474,24.98841654,31.68437543,26.13332143,26.80118261,36.49818008,30.77365563
GO Accessories,GROSS MARGIN %,Franchise Store,Budget version 1,Equipment Rental Store,26.87484545,32.23789994,31.79761742,32.60159679,28.3814891,28.28957282,28.4369671,32.7913611,33.72099229,28.57382658,32.11817989,33.31712695
GO Accessories,GROSS MARGIN %,Franchise Store,Budget version 1,Eyewear Store,26.49094215,32.04549453,30.96760063,42.47484639,31.76388261,35.10438265,27.83102647,29.55954102,36.60954982,39.74612398,30.23929393,28.60788694
GO Accessories,GROSS MARGIN %,Franchise Store,Budget version 1,Golf Shop,33.23635381,39.15037344,38.98670131,43.52842651,37.29542263,38.08104885,35.62596691,39.81597343,44.14782913,39.77232753,47.74861599,33.26908824
GO Accessories,GROSS MARGIN %,Franchise Store,Budget version 1,Outdoors Shop,26.93404722,31.03391031,29.57319763,40.09301668,38.37343088,33.41697767,27.13635143,37.5788304,37.94665624,36.57218146,35.21932429,41.3160376
GO Accessories,GROSS MARGIN %,Franchise Store,Budget version 1,Sports Store,42.68394941,41.55266243,42.65443757,40.06723345,42.40850562,33.75170095,39.53602044,33.24016249,28.99045838,40.42137546,31.92196723,34.73542875
GO Accessories,GROSS MARGIN %,Franchise Store,Budget version 1,Warehouse Store,28.24924441,31.23648114,33.71433357,34.48272683,36.07994878,27.77439465,36.58069944,37.35772634,28.21470989,34.84533938,37.1850537,32.18618068
GO Accessories,GROSS MARGIN %,Franchise Store,Budget version 2,Department Store,34.19336658,40.88599302,32.78439123,30.50690964,38.76693882,36.11544974,38.5205179,41.45785524,41.4479984,31.2461724,32.34028127,33.38510597
GO Accessories,GROSS MARGIN %,Franchise Store,Budget version 2,Direct Marketing,28.70759499,28.60268351,28.51684685,34.14391696,28.70759499,36.91989787,27.47726949,34.84014767,28.73620721,29.47058754,40.13340854,33.83871994
GO Accessories,GROSS MARGIN %,Franchise Store,Budget version 2,Equipment Rental Store,26.83954187,32.19555131,31.75584715,32.55877039,28.34420635,28.25241082,28.39961148,32.74828542,33.67669542,28.53629118,32.07598852,33.27336061
GO Accessories,GROSS MARGIN %,Franchise Store,Budget version 2,Eyewear Store,26.49094215,32.04549454,30.96760063,42.47484639,31.76388261,35.10438265,27.83102647,29.55954102,36.60954982,39.74612398,30.23929393,28.60788694
GO Accessories,GROSS MARGIN %,Franchise Store,Budget version 2,Golf Shop,33.23635381,39.15037344,38.98670131,43.52842651,37.29542263,38.08104885,35.62596691,39.81597343,44.14782913,39.77232753,47.74861599,33.26908824
GO Accessories,GROSS MARGIN %,Franchise Store,Budget version 2,Outdoors Shop,24.67610314,28.43226513,27.09400741,36.73192546,35.15649655,30.61555439,24.86144772,34.42850929,34.76549943,33.50625008,32.26680608,37.85241769
GO Accessories,GROSS MARGIN %,Franchise Store,Budget version 2,Sports Store,42.68394941,41.55266243,42.65443757,40.06723345,42.40850562,33.75170095,39.53602044,33.24016249,28.99045838,40.42137546,31.92196723,34.73542875
GO Accessories,GROSS MARGIN %,Franchise Store,Budget version 2,Warehouse Store,33.48677656,37.0278599,39.96511689,40.87597359,42.7693274,32.92388759,43.3629194,44.28401044,33.44583918,41.30581607,44.07932355,38.15363784
GO Accessories,GROSS MARGIN %,Corporate Store,Budget version 1,Department Store,34.7531556,41.55534888,33.32111354,31.00634667,39.40160305,36.70670572,39.15114791,42.13657321,42.12655501,31.7577121,32.86973293,33.93166274
GO Accessories,GROSS MARGIN %,Corporate Store,Budget version 1,Direct Marketing,0,0,0,0,0,0,0,0,0,0,0,0
GO Accessories,GROSS MARGIN %,Corporate Store,Budget version 1,Equipment Rental Store,0,0,0,0,0,0,0,0,0,0,0,0
GO Accessories,GROSS MARGIN %,Corporate Store,Budget version 1,Eyewear Store,31.88082727,38.56551686,37.26831311,51.11683962,38.22660777,42.24677074,33.49356707,35.57376767,44.05818138,47.83292743,36.39182409,34.42848869
GO Accessories,GROSS MARGIN %,Corporate Store,Budget version 1,Golf Shop,33.28460918,39.20721528,39.04330552,54.53824177,37.3495713,38.13633816,35.67769172,39.87378165,44.21192671,39.83007238,47.81794149,33.31739113
GO Accessories,GROSS MARGIN %,Corporate Store,Budget version 1,Outdoors Shop,34.89065658,50.59085644,38.30944062,51.9369282,49.70935811,43.28871493,35.15272365,44.27741822,49.15650963,47.37600011,45.62349427,49.11863692
GO Accessories,GROSS MARGIN %,Corporate Store,Budget version 1,Sports Store,50.00543523,48.68010104,49.97086129,46.93987962,49.68274516,39.54105745,46.31754878,38.9417759,33.9631292,47.35476685,37.39747345,40.69352196
GO Accessories,GROSS MARGIN %,Corporate Store,Budget version 1,Warehouse Store,25.18309253,27.84609682,30.05500499,30.73999743,32.1638581,24.7597826,32.61025766,33.30294664,25.15230636,31.06325228,33.14901575,28.69271668
GO Accessories,GROSS MARGIN %,Corporate Store,Budget version 2,Department Store,37.13091354,44.3985025,35.60089334,33.12775365,42.09740068,39.21812257,41.82980977,45.01949332,45.00878969,33.93052635,35.11862996,36.25321538
GO Accessories,GROSS MARGIN %,Corporate Store,Budget version 2,Direct Marketing,0,0,0,0,0,0,0,0,0,0,0,0
GO Accessories,GROSS MARGIN %,Corporate Store,Budget version 2,Equipment Rental Store,0,0,0,0,0,0,0,0,0,0,0,0
GO Accessories,GROSS MARGIN %,Corporate Store,Budget version 2,Eyewear Store,32.96657182,39.87891753,38.53753575,52.8576925,39.52846643,43.68554147,34.63423565,36.78528029,45.55864214,49.46194225,37.63119672,35.60099728
GO Accessories,GROSS MARGIN %,Corporate Store,Budget version 2,Golf Shop,35.27656181,41.55361253,41.37989341,57.80214051,39.58479588,40.41864764,37.8128609,42.26007027,46.8578362,42.21374517,50.67965675,35.31130563
GO Accessories,GROSS MARGIN %,Corporate Store,Budget version 2,Outdoors Shop,34.91373225,50.62431576,38.33477737,51.97127778,49.74223444,43.31734483,35.17597264,44.30670202,49.18902032,47.40733322,45.65366832,49.15112257
GO Accessories,GROSS MARGIN %,Corporate Store,Budget version 2,Sports Store,50.6111182,49.26973111,50.5761255,47.50843154,50.28451961,40.01999229,46.87856282,39.41345204,34.37450227,47.92834402,37.85044447,41.18641585
GO Accessories,GROSS MARGIN %,Corporate Store,Budget version 2,Warehouse Store,26.4083549,29.20092544,31.5173062,32.23562637,33.7287638,25.96444918,34.19688256,34.92327374,26.37607085,32.57460892,34.76185347,30.08873688
GO Accessories,Returns and Allowances,Franchise Store,Budget version 1,Department Store,66606.29245,128667.6071,51563.09414,74537.5814,140952.4561,120406.4086,106736.7022,193030.2588,110375.2825,112829.8894,124608.6274,110619.5116
GO Accessories,Returns and Allowances,Franchise Store,Budget version 1,Direct Marketing,9919.19496,30971.33067,1273.725521,18885.34743,6999.170161,30685.63244,22143.09822,17571.09443,2154.549417,3269.759096,25596.74253,2920.433983
GO Accessories,Returns and Allowances,Franchise Store,Budget version 1,Equipment Rental Store,8795.305018,3528.259222,7291.263791,13566.58039,342.3781554,3822.388082,24584.85893,655.4569426,9093.073015,6571.95438,6612.365064,5091.706102
GO Accessories,Returns and Allowances,Franchise Store,Budget version 1,Eyewear Store,20208.82997,19689.88113,9972.041462,28497.95939,14005.47088,17506.80377,19354.26977,8187.954615,23769.19177,24903.74453,6905.361798,20103.02016
GO Accessories,Returns and Allowances,Franchise Store,Budget version 1,Golf Shop,71026.63957,67050.41644,109453.5914,113962.9707,55829.46193,86068.47101,80219.92054,51306.22388,83246.13227,75876.28922,77012.21152,69003.08497
GO Accessories,Returns and Allowances,Franchise Store,Budget version 1,Outdoors Shop,171291.5339,227308.1762,199645.4397,243186.0264,222295.2937,308351.359,185646.6719,246658.6656,263978.5623,240911.0911,206243.7585,266453.7852
GO Accessories,Returns and Allowances,Franchise Store,Budget version 1,Sports Store,252826.98,211041.3579,198630.3567,222548.613,199488.906,157983.1089,224200.182,179111.6322,144625.6289,186775.5766,162257.2825,168589.2786
GO Accessories,Returns and Allowances,Franchise Store,Budget version 1,Warehouse Store,27663.15146,36943.81372,29313.26775,42507.4221,54474.17493,33332.55896,59412.41318,57062.65005,15357.52182,55805.3934,53663.88212,41439.09141
GO Accessories,Returns and Allowances,Franchise Store,Budget version 2,Department Store,70025.78322,135273.2546,54210.28434,78364.25545,148188.7938,126587.9357,112216.4422,202940.2112,116041.8231,118622.4467,131005.8916,116298.5906
GO Accessories,Returns and Allowances,Franchise Store,Budget version 2,Direct Marketing,10428.43507,32561.36331,1339.11713,19854.89954,7358.49954,32260.99766,23279.89952,18473.17429,2265.161516,3437.624783,26910.84997,3070.365719
GO Accessories,Returns and Allowances,Franchise Store,Budget version 2,Equipment Rental Store,9246.845904,3709.396009,7665.588922,14263.07309,359.9554577,4018.625108,25847.01742,689.1073513,9559.900969,6909.35099,6951.836312,5353.108461
GO Accessories,Returns and Allowances,Franchise Store,Budget version 2,Eyewear Store,21246.32815,20700.73708,10483.99465,29961.01199,14724.49571,18405.58302,20347.89582,8608.314826,24989.47485,26182.27425,7259.875163,21135.08619
GO Accessories,Returns and Allowances,Franchise Store,Budget version 2,Golf Shop,74673.06589,70492.70802,115072.8134,119813.6991,58695.68256,90487.12772,84338.31938,53940.22665,87519.89335,79771.691,80965.93025,72545.62431
GO Accessories,Returns and Allowances,Franchise Store,Budget version 2,Outdoors Shop,180085.445,238977.9176,209895.0079,255670.9184,233707.6794,324181.7646,195177.5593,259321.839,277530.9193,253279.1906,216832.0769,280133.2173
GO Accessories,Returns and Allowances,Franchise Store,Budget version 2,Sports Store,265806.8276,221875.9795,208827.8117,233974.0039,209730.438,166093.7808,235710.3626,188307.0182,152050.543,196364.4208,170587.3855,177244.4591
GO Accessories,Returns and Allowances,Franchise Store,Budget version 2,Warehouse Store,29083.34597,38840.4668,30818.17734,44689.70446,57270.81667,35043.81436,62462.57842,59992.18114,16145.9594,58670.37837,56418.92436,43566.5269
GO Accessories,Returns and Allowances,Corporate Store,Budget version 1,Department Store,26564.42341,28556.83248,34152.68628,27472.31094,34218.33802,40181.12442,25772.8801,32050.97801,39087.9123,30486.51619,37800.65835,35088.60925
GO Accessories,Returns and Allowances,Corporate Store,Budget version 1,Direct Marketing,0,0,0,0,0,0,0,0,0,0,0,0
GO Accessories,Returns and Allowances,Corporate Store,Budget version 1,Equipment Rental Store,0,0,0,0,0,0,0,0,0,0,0,0
GO Accessories,Returns and Allowances,Corporate Store,Budget version 1,Eyewear Store,13796.6049,15182.41469,19736.94928,15783.17187,19792.66678,22661.13915,15619.19954,15963.06049,22093.33822,20984.69586,20841.61533,21512.03744
GO Accessories,Returns and Allowances,Corporate Store,Budget version 1,Golf Shop,12670.03637,17406.91295,21035.54723,16118.60147,22443.08338,26075.23557,16031.06051,17203.10186,23192.97172,21588.13324,25279.01219,23507.90819
GO Accessories,Returns and Allowances,Corporate Store,Budget version 1,Outdoors Shop,50546.0811,60640.51,67550.30053,54884.24392,73777.91876,83027.95222,61799.17565,67921.77174,76995.56011,70971.10076,77163.33805,84885.75864
GO Accessories,Returns and Allowances,Corporate Store,Budget version 1,Sports Store,39923.36087,47749.75835,57093.19469,44619.75674,55545.59588,63061.56862,47088.39184,50116.74214,64575.66239,56448.50564,61262.74303,63347.17338
GO Accessories,Returns and Allowances,Corporate Store,Budget version 1,Warehouse Store,0,3713.550393,1025.690825,0,4447.337599,0,3826.05768,0,0,2647.012592,0,1497.627873
GO Accessories,Returns and Allowances,Corporate Store,Budget version 2,Department Store,30593.06451,32887.63339,39332.12923,31638.63818,39407.73742,46274.81321,29681.47929,36911.68533,45015.80946,35109.96425,43533.33635,40409.99007
GO Accessories,Returns and Allowances,Corporate Store,Budget version 2,Direct Marketing,0,0,0,0,0,0,0,0,0,0,0,0
GO Accessories,Returns and Allowances,Corporate Store,Budget version 2,Equipment Rental Store,0,0,0,0,0,0,0,0,0,0,0,0
GO Accessories,Returns and Allowances,Corporate Store,Budget version 2,Eyewear Store,15888.93601,17484.91149,22730.16633,18176.7768,22794.33369,26097.82569,17987.93716,18383.94652,25443.91463,24167.14055,24002.36106,24774.45638
GO Accessories,Returns and Allowances,Corporate Store,Budget version 2,Golf Shop,14591.51716,20046.76716,24225.70381,18563.07615,25846.70057,30029.68864,18462.25912,19812.04699,26710.3136,24862.09252,29112.7136,27073.01192
GO Accessories,Returns and Allowances,Corporate Store,Budget version 2,Outdoors Shop,58211.67265,69836.97728,77794.6756,63207.74176,84966.74643,95619.59841,71171.36096,78222.48247,88672.36081,81734.25902,88865.5832,97759.1514
GO Accessories,Returns and Allowances,Corporate Store,Budget version 2,Sports Store,45977.9584,54991.27215,65751.69207,51386.58857,63969.39138,72625.20277,54229.60578,57717.22208,74368.91721,65009.23238,70553.57538,72954.12107
GO Accessories,Returns and Allowances,Corporate Store,Budget version 2,Warehouse Store,0,4276.73076,1181.242487,0,5121.800837,0,4406.300397,0,0,3048.446628,0,1724.751388
GO Accessories,Cash Discount,Franchise Store,Budget version 1,Department Store,20452.07462,39508.57201,15832.92224,22887.44983,43280.74789,36971.89505,32774.48597,59271.71612,33891.74553,34645.45514,38262.22496,33966.73832
GO Accessories,Cash Discount,Franchise Store,Budget version 1,Direct Marketing,3045.780032,9510.031902,391.1091347,5798.919603,2149.159564,9422.305633,6799.24194,5395.366132,661.5742121,1004.0096,7859.715187,896.7461114
GO Accessories,Cash Discount,Franchise Store,Budget version 1,Equipment Rental Store,2700.679289,1083.384441,2238.849599,4165.74327,105.1303612,1173.699412,7549.007021,201.264082,2792.111691,2017.979029,2030.387502,1563.455183
GO Accessories,Cash Discount,Franchise Store,Budget version 1,Eyewear Store,6205.307087,6045.959075,3062.007036,8750.560505,4300.50863,5375.625093,5942.90652,2514.186763,7298.54892,7646.923778,2120.354843,6172.817213
