Products,Budget version,Month,Freight,Other Sales Revenue,Other Sales Cost of Goods Sold,Quantity
Climbing Accessories,Budget version 2,Dec,52753.89,251596.45,109389.76,109
Climbing Accessories,Budget version 2,Jan,14408.41,68716.93,29876.93,30
Climbing Accessories,Budget version 2,Feb,28816.83,137433.85,59753.85,60
Climbing Accessories,Budget version 2,Mar,18311.91,87332.98,37970.86,38
Cooking Gear,Budget version 1,Apr,46469.22,221620.55,96356.76,96
Cooking Gear,Budget version 1,May,31868.55,151987.25,66081.41,66
Cooking Gear,Budget version 1,Jun,6738.53,32138.03,13973.06,14
Cooking Gear,Budget version 1,Jul,8142.65,38834.01,16884.35,17
Cooking Gear,Budget version 1,Aug,21339.2,101771.33,44248.4,44
Cooking Gear,Budget version 1,Sep,25972.33,123866.18,53854.86,54
Cooking Gear,Budget version 2,Oct,49814.85,237579.65,103295.5,103
Cooking Gear,Budget version 2,Nov,34126.02,162753.76,70762.5,71
Cooking Gear,Budget version 2,Dec,7157.72,34137.05,14842.2,15
Cooking Gear,Budget version 2,Jan,8676.09,41378.29,17990.56,18
Cooking Gear,Budget version 2,Feb,22774.84,108617.81,47225.13,47
Cooking Gear,Budget version 2,Mar,27835.83,132755.02,57719.57,58
Eyewear,Budget version 1,Apr,25356.95,120935.01,52580.44,53
Eyewear,Budget version 1,May,16672.97,79518.9,34573.43,35
Eyewear,Budget version 1,Jun,3473.27,16566.6,7202.87,7
Eyewear,Budget version 1,Jul,3473.27,16566.6,7202.87,7
Eyewear,Budget version 1,Aug,18757.1,89458.86,38895.16,39
Eyewear,Budget version 2,Sep,27191.29,129682.02,56383.49,56
Eyewear,Budget version 2,Oct,17888.78,85316.62,37094.18,37
Eyewear,Budget version 2,Nov,3756.93,17916.36,7789.72,8
Eyewear,Budget version 2,Dec,3756.93,17916.36,7789.72,8
Eyewear,Budget version 2,Jan,20035.94,95555.21,41545.74,42
First Aid,Budget version 1,Feb,2106.18,10046.33,4367.97,4
First Aid,Budget version 1,Mar,675.27,3222.71,1401.18,1
First Aid,Budget version 2,Apr,2251.17,10738.15,4668.76,5
First Aid,Budget version 2,May,716.24,3416.54,1485.45,1
Insect Repellents,Budget version 1,Jun,4101.27,19558.44,8503.67,9
Insect Repellents,Budget version 1,Jul,507.44,2419.79,1052.08,1
Insect Repellents,Budget version 1,Aug,634.3,3024.93,1315.19,1
Insect Repellents,Budget version 1,Sep,1268.6,6049.08,2630.03,3
Insect Repellents,Budget version 2,Oct,4387.29,20923.95,9097.37,9
Insect Repellents,Budget version 2,Nov,544.47,2596.29,1128.82,1
Insect Repellents,Budget version 2,Dec,675.27,3218.77,1399.47,1
Insect Repellents,Budget version 2,Jan,1349.75,6438.32,2799.27,3
Knives,Budget version 1,Feb,15756.59,75148.15,32673.11,33
Knives,Budget version 1,Mar,36994.15,176434.9,76710.83,77
Knives,Budget version 1,Apr,8734.4,41658.01,18112.18,18
Knives,Budget version 1,May,19524.56,93118.09,40486.13,40
Knives,Budget version 1,Jun,38536.16,183786.45,79907.15,80
Knives,Budget version 2,Jul,16935.36,80767.8,35116.43,35
Knives,Budget version 2,Aug,39603.83,188878.96,82121.29,82
Knives,Budget version 2,Sep,9349.79,44590.75,19387.28,19
Knives,Budget version 2,Oct,20904.25,99698.24,43347.06,43
Knives,Budget version 2,Nov,41279.8,196871.9,85596.48,86
Lanterns,Budget version 1,Dec,32853.48,156687.35,68124.93,68
Lanterns,Budget version 1,Jan,14094.81,67220.61,29226.35,29
Lanterns,Budget version 1,Feb,22612.53,107844.05,46888.72,47
Lanterns,Budget version 1,Mar,19367.76,92368.75,40160.33,40
Lanterns,Budget version 1,Apr,14094.81,67220.61,29226.35,29
Lanterns,Budget version 1,May,33867.57,161523.78,70227.73,70
Lanterns,Budget version 2,Jun,35144.83,167614.61,72875.92,73
Lanterns,Budget version 2,Jul,15092.35,71977.45,31294.54,31
Lanterns,Budget version 2,Aug,24230.97,115562,50244.35,50
Lanterns,Budget version 2,Sep,20731.69,98875.63,42989.4,43
Lanterns,Budget version 2,Oct,15092.35,71977.45,31294.54,31
Lanterns,Budget version 2,Nov,36189.65,172596.02,75041.75,75
Navigation,Budget version 1,Dec,45012.3,214672.43,93335.84,93
Navigation,Budget version 1,Jan,34802.87,165983.56,72166.77,72
Navigation,Budget version 1,Feb,10672.75,50901.43,22131.06,22
Navigation,Budget version 1,Mar,25058.32,119508.04,51960.02,52
Navigation,Budget version 1,Apr,6496.63,30983.68,13471.17,13
Navigation,Budget version 1,May,32019.05,152705.07,66393.51,66
Navigation,Budget version 2,Jun,48274.41,230230.46,100100.2,100
Navigation,Budget version 2,Jul,37519.71,178941.36,77800.59,78
Navigation,Budget version 2,Aug,11232.2,53568.63,23290.71,23
Navigation,Budget version 2,Sep,26765.8,127652.27,55500.99,56
Navigation,Budget version 2,Oct,6930.79,33052.83,14370.8,14
Navigation,Budget version 2,Nov,34174.08,162984.63,70862.88,71
Packs,Budget version 1,Dec,51304.07,244679.85,106382.54,106
Packs,Budget version 1,Jan,41531.94,198073.52,86118.92,86
Packs,Budget version 1,Feb,11604.11,55343.88,24062.56,24
Packs,Budget version 1,Mar,9772.13,46605.53,20263.27,20
Packs,Budget version 1,Apr,18933.6,90298.03,39260.01,39
Packs,Budget version 1,May,26873.75,128165.22,55724.01,56
Packs,Budget version 2,Jun,55044.46,262520.56,114139.37,114
Packs,Budget version 2,Jul,44350.43,211516.7,91963.78,92
Packs,Budget version 2,Aug,12266.77,58504.33,25436.67,25
Packs,Budget version 2,Sep,10379.64,49503.61,21523.31,22
Packs,Budget version 2,Oct,20130.49,96007.5,41742.39,42
Packs,Budget version 2,Nov,28622.99,136511.16,59352.68,59
Rope,Budget version 1,Dec,61344.89,292567.37,127203.2,127
Rope,Budget version 1,Jan,133936.15,638771.92,277726.92,278
Rope,Budget version 1,Feb,127801.98,609515.42,265006.7,265
Rope,Budget version 1,Mar,59300.16,282814.94,122963.02,123
Rope,Budget version 1,Apr,139048.36,663152.6,288327.22,288
Rope,Budget version 1,May,32717.17,156035.72,67841.62,68
Rope,Budget version 2,Jun,65818.07,313900.27,136478.38,136
Rope,Budget version 2,Jul,143746.1,685558.69,298069,298
Rope,Budget version 2,Aug,136901.2,652913.22,283875.31,284
Rope,Budget version 2,Sep,63711.88,303855.51,132111.09,132
Rope,Budget version 2,Oct,149011.95,710670.58,308987.21,309
Rope,Budget version 2,Nov,35278,168250.49,73152.39,73
Safety,Budget version 1,Dec,3027.3,14439.14,6277.89,6
Safety,Budget version 1,Jan,9586.96,45723.82,19879.92,20
Safety,Budget version 1,Feb,17155.99,81821.28,35574.47,36
Safety,Budget version 2,Mar,3247.92,15491.84,6735.58,7
Safety,Budget version 2,Apr,10264.6,48954.41,21284.53,21
Safety,Budget version 2,May,18320.57,87373.95,37988.67,38
Sleeping Bags,Budget version 1,Jun,33267.94,158661.95,68983.46,69
Sleeping Bags,Budget version 1,Jul,25312.82,120720.69,52487.26,52
Sleeping Bags,Budget version 1,Aug,27120.37,129343.99,56236.52,56
Sleeping Bags,Budget version 1,Sep,4339.23,20694.66,8997.68,9
Sleeping Bags,Budget version 1,Oct,15187.69,72432.89,31492.56,31
Sleeping Bags,Budget version 1,Nov,5424.23,25869.11,11247.44,11
Sleeping Bags,Budget version 2,Dec,35755.49,170526.87,74142.12,74
Sleeping Bags,Budget version 2,Jan,27002.97,128782.97,55992.6,56
Sleeping Bags,Budget version 2,Feb,29051.63,138552.74,60240.32,60
Sleeping Bags,Budget version 2,Mar,4655.98,22204.37,9654.07,10
Sleeping Bags,Budget version 2,Apr,16387.74,78158.12,33981.79,34
Sleeping Bags,Budget version 2,May,5773.29,27533.26,11970.98,12
Sunscreen,Budget version 1,Jun,2983.17,14226.4,6185.39,6
Sunscreen,Budget version 1,Jul,2463.12,11749.09,5108.3,5
Sunscreen,Budget version 2,Aug,3202.22,15271.22,6639.66,7
Sunscreen,Budget version 2,Sep,2632.53,12554.37,5458.42,5
Tents,Budget version 1,Oct,99483.13,474457.23,206285.75,206
Tents,Budget version 1,Nov,121590.58,579891.74,252126.84,252
Tents,Budget version 1,Dec,74217.59,353960.32,153895.79,154
Tents,Budget version 1,Jan,31581.73,150620.94,65487.37,65
Tents,Budget version 1,Feb,80533.78,384084.35,166993.2,167
Tents,Budget version 1,Mar,93166.94,444333.2,193188.35,193
Tents,Budget version 2,Apr,107346.85,511961.97,222592.16,223
Tents,Budget version 2,May,130930.92,624438.37,271494.94,271
Tents,Budget version 2,Jun,80510.14,383971.68,166944.21,167
Tents,Budget version 2,Jul,34155.96,162897.17,70824.86,71
Tents,Budget version 2,Aug,87016.22,414999.48,180434.56,180
Tents,Budget version 2,Sep,100027.61,477055.1,207415.26,207
Tools,Budget version 1,Oct,4686.71,22350.14,9717.45,10
Tools,Budget version 1,Nov,51549.91,245854.68,106893.34,107
Tools,Budget version 1,Dec,45692.3,217917.2,94746.61,95
Tools,Budget version 1,Jan,11325.17,54013.82,23484.27,23
Tools,Budget version 1,Feb,61899.6,295212.51,128353.27,128
Tools,Budget version 1,Mar,14840.21,70776.62,30772.44,31
Tools,Budget version 2,Apr,5027.89,23980.4,10426.26,10
Tools,Budget version 2,May,55309.21,263782.06,114687.85,115
Tools,Budget version 2,Jun,48973.32,233566.63,101550.71,102
Tools,Budget version 2,Jul,12168.28,58032.35,25231.46,25
Tools,Budget version 2,Aug,66270.35,316058.46,137416.72,137
Tools,Budget version 2,Sep,15888.97,75777.73,32946.84,33
Watches,Budget version 1,Oct,5053.9,24101.75,10479.02,10
Watches,Budget version 1,Nov,5727.59,27315,11876.09,12
Watches,Budget version 1,Dec,40091.57,191207.35,83133.63,83
Watches,Budget version 1,Jan,5390.35,25708.37,11177.55,11
Watches,Budget version 1,Feb,21562.19,102834.28,44710.56,45
Watches,Budget version 2,Mar,5378.53,25652.43,11153.23,11
Watches,Budget version 2,Apr,6072.71,28962.6,12592.43,13
Watches,Budget version 2,May,42682.34,203563.15,88505.72,89
Watches,Budget version 2,Jun,5726.02,27307.12,11872.66,12
Watches,Budget version 2,Jul,23076.63,110056.6,47850.7,48
Climbing Accessories,Budget version 1,Aug,2006.12,9568.84,4160.37,4
Climbing Accessories,Budget version 2,Sep,2124.31,10129.86,4404.29,4
Eyewear,Budget version 1,Oct,3473.27,16566.6,7202.87,7
Eyewear,Budget version 2,Nov,3756.93,17916.36,7789.72,8
Golf Accessories,Budget version 1,Dec,4437.72,21165.85,9202.54,9
Golf Accessories,Budget version 1,Jan,5072.02,24190,10517.39,11
Golf Accessories,Budget version 2,Feb,4789.15,22838.67,9929.86,10
Golf Accessories,Budget version 2,Mar,5441.57,25953.42,11284.1,11
Irons,Budget version 1,Apr,6257.09,29843.52,12975.44,13
Irons,Budget version 2,May,6445.41,30738.63,13364.62,13
Packs,Budget version 1,Jun,17101.62,81559.69,35460.73,35
Packs,Budget version 1,Jul,6107.38,29128.85,12664.72,13
Packs,Budget version 2,Aug,18243.35,87006.77,37829.03,38
Packs,Budget version 2,Sep,6605.37,31502.15,13696.59,14
Putters,Budget version 1,Oct,4446.39,21206.83,9220.36,9
Putters,Budget version 1,Nov,4850.61,23134.15,10058.33,10
Putters,Budget version 2,Dec,4788.36,22835.51,9928.48,10
Putters,Budget version 2,Jan,5204.4,24821.14,10791.8,11
Rope,Budget version 1,Feb,47031.03,224301.94,97522.58,98
Rope,Budget version 2,Mar,50548.43,241075.77,104815.55,105
Safety,Budget version 1,Apr,2523.01,12032.75,5231.63,5
Safety,Budget version 1,May,2018.72,9626.36,4185.37,4
Safety,Budget version 2,Jun,2728.66,13012.96,5657.81,6
Safety,Budget version 2,Jul,2208.62,10534.07,4580.03,5
Sleeping Bags,Budget version 1,Aug,15911.03,75881.73,32992.06,33
Sleeping Bags,Budget version 1,Sep,3977.56,18970.63,8248.1,8
Sleeping Bags,Budget version 2,Oct,17133.14,81710.97,35526.51,36
Sleeping Bags,Budget version 2,Nov,4283.28,20427.55,8881.54,9
Tents,Budget version 1,Dec,39476.97,188276.97,81859.55,82
Tents,Budget version 2,Jan,42288.37,201682.32,87687.97,88
Tools,Budget version 1,Feb,8200.96,39112.94,17005.63,17
Tools,Budget version 1,Mar,8787.19,41907,18220.43,18
Tools,Budget version 2,Apr,8849.44,42204.85,18349.93,18
Tools,Budget version 2,May,9352.15,44603.36,19392.77,19
Watches,Budget version 1,Jun,17519.23,83552.41,36327.13,36
Watches,Budget version 2,Jul,18738.97,89369.04,38856.1,39
Woods,Budget version 1,Aug,26438.01,126090.55,54821.98,55
Woods,Budget version 1,Sep,6609.31,31522.64,13705.5,14
Woods,Budget version 2,Oct,28933.44,137990.14,59995.71,60
Woods,Budget version 2,Nov,6807.87,32468.18,14116.6,14
Binoculars,Budget version 1,Dec,6674.81,31834.03,13840.88,14
Binoculars,Budget version 1,Jan,6674.81,31834.03,13840.88,14
Binoculars,Budget version 1,Feb,6941.59,33107.27,14394.47,14
Binoculars,Budget version 1,Mar,2936.71,14007.16,6090.07,6
Binoculars,Budget version 2,Apr,7150.31,34100.64,14826.37,15
Binoculars,Budget version 2,May,7150.31,34100.64,14826.37,15
Binoculars,Budget version 2,Jun,7424.94,35412.06,15396.55,15
Binoculars,Budget version 2,Jul,3162.69,15082.66,6557.68,7
Eyewear,Budget version 1,Aug,9915.96,47291.76,20561.63,21
Eyewear,Budget version 1,Sep,2997.91,14297.48,6216.3,6
Eyewear,Budget version 1,Oct,12452.5,59390.11,25821.79,26
Eyewear,Budget version 1,Nov,5073.59,24195.66,10519.85,11
Eyewear,Budget version 1,Dec,5534.44,26395.32,11476.23,11
Eyewear,Budget version 1,Jan,5073.59,24195.66,10519.85,11
Eyewear,Budget version 2,Feb,10569.84,50409.98,21917.38,22
Eyewear,Budget version 2,Mar,3206.63,15292.95,6649.11,7
Eyewear,Budget version 2,Apr,13301.49,63437.37,27581.47,28
Eyewear,Budget version 2,May,5463.3,26054.78,11328.17,11
Eyewear,Budget version 2,Jun,5938.28,28320.34,12313.19,12
Eyewear,Budget version 2,Jul,5463.3,26054.78,11328.17,11
Binoculars,Budget version 1,Aug,19223.56,91681.86,39861.68,40
Binoculars,Budget version 1,Sep,2936.71,14007.16,6090.07,6
Binoculars,Budget version 1,Oct,19757.65,94228.33,40968.84,41
Binoculars,Budget version 1,Nov,6674.81,31834.03,13840.88,14
Binoculars,Budget version 1,Dec,16820.42,80221.69,34879,35
Binoculars,Budget version 1,Jan,6408.03,30560.8,13287.3,13
Binoculars,Budget version 1,Feb,7208.9,34380.5,14948.04,15
Binoculars,Budget version 2,Mar,20625.48,98366.61,42768.09,43
Binoculars,Budget version 2,Apr,3162.69,15082.66,6557.68,7
Binoculars,Budget version 2,May,21037.68,100334.01,43623.48,44
Binoculars,Budget version 2,Jun,7150.31,34100.64,14826.37,15
Binoculars,Budget version 2,Jul,18012.57,85906.79,37350.78,37
Binoculars,Budget version 2,Aug,6875.16,32788.69,14255.95,14
Binoculars,Budget version 2,Sep,7700.09,36723.49,15966.73,16
Eyewear,Budget version 1,Oct,1844.99,8798.61,3825.48,4
Eyewear,Budget version 1,Nov,5534.44,26395.32,11476.23,11
Eyewear,Budget version 1,Dec,2536.53,12097.83,5259.93,5
Eyewear,Budget version 2,Jan,2019.18,9628.78,4186.43,4
Eyewear,Budget version 2,Feb,5938.28,28320.34,12313.19,12
Eyewear,Budget version 2,Mar,2731.65,13027.39,5664.08,6
Eyewear,Budget version 1,Apr,4612.21,21996.01,9563.48,10
Eyewear,Budget version 1,May,9685.27,46192.2,20083.57,20
Eyewear,Budget version 1,Jun,8993.73,42892.98,18649.12,19
Eyewear,Budget version 2,Jul,4987.8,23789.21,10343.13,10
Eyewear,Budget version 2,Aug,10332.36,49276.94,21424.76,21
Eyewear,Budget version 2,Sep,9619.89,45878.86,19947.33,20
Binoculars,Budget version 1,Oct,7742.99,36927.5,16055.43,16
Binoculars,Budget version 1,Nov,22961.66,109508.73,47612.49,48
Binoculars,Budget version 1,Dec,9344.73,44567.43,19377.14,19
Binoculars,Budget version 1,Jan,6408.03,30560.8,13287.3,13
Binoculars,Budget version 1,Feb,12014.66,57300.84,24913.41,25
Binoculars,Budget version 1,Mar,5606.63,26740.56,11626.33,12
Binoculars,Budget version 2,Apr,8249.88,39346.85,17107.33,17
Binoculars,Budget version 2,May,24613.1,117384.59,51036.78,51
Binoculars,Budget version 2,Jun,10037.85,47871.88,20813.86,21
Binoculars,Budget version 2,Jul,6875.16,32788.69,14255.95,14
Binoculars,Budget version 2,Aug,12925.38,61643.12,26801.36,27
Binoculars,Budget version 2,Sep,6050.22,28854.43,12545.4,13
Eyewear,Budget version 1,Oct,5534.44,26395.32,11476.23,11
Eyewear,Budget version 1,Nov,4150.83,19796.88,8607.34,9
Eyewear,Budget version 1,Dec,5765.13,27495.4,11954.52,12
Eyewear,Budget version 2,Jan,5938.28,28320.34,12313.19,12
Eyewear,Budget version 2,Feb,4394.08,20957.12,9111.79,9
Eyewear,Budget version 2,Mar,6175.77,29452.86,12805.59,13
Binoculars,Budget version 1,Apr,2403.14,11460.17,4982.68,5
Binoculars,Budget version 1,May,26966.54,128608.83,55916.88,56
Binoculars,Budget version 1,Jun,3738.1,17826.87,7750.81,8
Binoculars,Budget version 1,Jul,10679.7,50934.13,22145.27,22
Binoculars,Budget version 1,Aug,6674.81,31834.03,13840.88,14
Binoculars,Budget version 1,Sep,19223.56,91681.86,39861.68,40
Binoculars,Budget version 1,Oct,3470.8,16553.63,7197.23,7
Binoculars,Budget version 2,Nov,2612.38,12459.82,5417.31,5
Binoculars,Budget version 2,Dec,28875.35,137713.46,59875.42,60
Binoculars,Budget version 2,Jan,3987.62,19017.45,8268.46,8
Binoculars,Budget version 2,Feb,11412.56,54429.52,23665.01,24
Binoculars,Budget version 2,Mar,7150.31,34100.64,14826.37,15
Binoculars,Budget version 2,Apr,20625.48,98366.61,42768.09,43
Binoculars,Budget version 2,May,3712.47,17706.03,7698.27,8
Eyewear,Budget version 1,Jun,4612.21,21996.01,9563.48,10
Eyewear,Budget version 1,Jul,1383.61,6598.96,2869.11,3
Eyewear,Budget version 1,Aug,5995.82,28594.97,12432.6,12
Eyewear,Budget version 1,Sep,10838.72,51691.07,22474.38,22
Eyewear,Budget version 2,Oct,4987.8,23789.21,10343.13,10
Eyewear,Budget version 2,Nov,1424.94,6796.69,2955.08,3
Eyewear,Budget version 2,Dec,6413.26,30585.9,13298.22,13
Eyewear,Budget version 2,Jan,11638.54,55507.63,24133.75,24
Binoculars,Budget version 1,Feb,6674.81,31834.03,13840.88,14
Binoculars,Budget version 1,Mar,15218.67,72581.23,31557.06,32
Binoculars,Budget version 1,Apr,15485.45,73854.47,32110.64,32
Binoculars,Budget version 2,May,7150.31,34100.64,14826.37,15
Binoculars,Budget version 2,Jun,16362.7,78037.73,33929.45,34
Binoculars,Budget version 2,Jul,16637.85,79349.16,34499.63,34
Eyewear,Budget version 1,Aug,8993.73,42892.98,18649.12,19
Eyewear,Budget version 2,Sep,9619.89,45878.86,19947.33,20
Knives,Budget version 1,Oct,8186.58,39043.98,16975.64,17
Knives,Budget version 1,Nov,5457.55,26029.14,11317.02,11
Knives,Budget version 1,Dec,4775.42,22775.43,9902.36,10
Knives,Budget version 1,Jan,4206.81,20064.19,8723.56,9
Knives,Budget version 1,Feb,1478.29,7049.35,3064.93,3
Knives,Budget version 1,Mar,4434.35,21148.58,9195.03,9
Knives,Budget version 2,Apr,8783.44,41890.71,18213.35,18
Knives,Budget version 2,May,5855.63,27927.49,12142.39,12
Knives,Budget version 2,Jun,5153.1,24575.96,10685.2,11
Knives,Budget version 2,Jul,4509.16,21503.77,9349.47,9
Knives,Budget version 2,Aug,1580.82,7540.55,3278.5,3
Knives,Budget version 2,Sep,4742.99,22621.12,9835.27,10
Watches,Budget version 1,Oct,37128.37,177074.44,76988.89,77
Watches,Budget version 1,Nov,21248.49,101337.84,44059.93,44
Watches,Budget version 1,Dec,8499.4,40535.35,17624.07,18
Watches,Budget version 1,Jan,32431.41,154673.55,67249.37,67
Watches,Budget version 1,Feb,28852.86,137606.23,59828.8,60
Watches,Budget version 2,Mar,39739.71,189528.5,82403.7,82
Watches,Budget version 2,Apr,22807.34,108772.72,47292.49,47
Watches,Budget version 2,May,9099.92,43399.34,18869.28,19
Watches,Budget version 2,Jun,34786.95,165906.16,72133.11,72
Watches,Budget version 2,Jul,30870.47,147228.21,64012.27,64
Knives,Budget version 1,Aug,7504.45,35790.27,15560.99,16
Knives,Budget version 1,Sep,3979.78,18979.79,8252.08,8
Knives,Budget version 1,Oct,6253.71,29825.31,12967.53,13
Knives,Budget version 1,Nov,5912.65,28198.45,12260.2,12
Knives,Budget version 1,Dec,2956.06,14099.23,6130.1,6
Knives,Budget version 2,Jan,8022.33,38260.36,16634.94,17
Knives,Budget version 2,Feb,4274.81,20386.94,8863.89,9
Knives,Budget version 2,Mar,6675.33,31837.17,13842.25,14
Knives,Budget version 2,Apr,6324.33,30161.67,13113.77,13
Knives,Budget version 2,May,3162.16,15080.57,6556.77,7
Watches,Budget version 1,Jun,6039.24,28801.07,12522.2,13
Watches,Budget version 1,Jul,4473.06,21334.28,9275.77,9
Watches,Budget version 2,Aug,6565.48,31313.54,13614.58,14
Watches,Budget version 2,Sep,4837.67,23073.08,10031.77,10
Knives,Budget version 1,Oct,6026.16,28740.92,12496.05,12
Knives,Budget version 1,Nov,6140.2,29282.85,12731.67,13
Knives,Budget version 1,Dec,23309,111166.97,48333.47,48
Knives,Budget version 1,Jan,2956.06,14099.23,6130.1,6
Knives,Budget version 1,Feb,17737.94,84595.37,36780.6,37
Knives,Budget version 1,Mar,8300.1,39586.43,17211.49,17
Knives,Budget version 1,Apr,9096.26,43382.08,18861.77,19
Knives,Budget version 1,May,40932.91,195219.88,84878.21,85
Knives,Budget version 2,Jun,6441.5,30719.82,13356.44,13
Knives,Budget version 2,Jul,6558.16,31278.49,13599.34,14
Knives,Budget version 2,Aug,25003.86,119249.45,51847.59,52
Knives,Budget version 2,Sep,3162.16,15080.57,6556.77,7
Knives,Budget version 2,Oct,18913.88,90205.14,39219.63,39
Knives,Budget version 2,Nov,8842.03,42170.05,18334.8,18
Knives,Budget version 2,Dec,9720.32,46359.07,20156.12,20
Knives,Budget version 2,Jan,43859.15,209175.25,90945.76,91
Watches,Budget version 1,Feb,2907.41,13867.49,6029.34,6
Watches,Budget version 1,Mar,6486.49,30934.81,13449.92,13
Watches,Budget version 1,Apr,22143,105604.8,45915.13,46
Watches,Budget version 1,May,8499.4,40535.35,17624.07,18
Watches,Budget version 1,Jun,6262.6,29868.2,12986.17,13
Watches,Budget version 1,Jul,2907.41,13867.49,6029.34,6
Watches,Budget version 1,Aug,6933.75,33068.03,14377.4,14
Watches,Budget version 1,Sep,21695.75,103471.59,44987.65,45
Watches,Budget version 2,Oct,3109.85,14832.62,6448.97,6
Watches,Budget version 2,Nov,6911.25,32961.32,14331.01,14
Watches,Budget version 2,Dec,23728.53,113167.84,49203.41,49
Watches,Budget version 2,Jan,9099.92,43399.34,18869.28,19
Watches,Budget version 2,Feb,6681.09,31862.8,13853.39,14
Watches,Budget version 2,Mar,3109.85,14832.62,6448.97,6
Watches,Budget version 2,Apr,7372.11,35158.88,15286.47,15
Watches,Budget version 2,May,23268.2,110970.28,48247.95,48
Knives,Budget version 1,Jun,8414.13,40128.37,17447.12,17
Knives,Budget version 1,Jul,15691.03,74834.24,32536.63,33
Knives,Budget version 1,Aug,13303.06,63446.27,27585.33,28
Knives,Budget version 2,Sep,9017.79,43008.06,18699.16,19
Knives,Budget version 2,Oct,16805.77,80151.07,34848.29,35
Knives,Budget version 2,Nov,14229.48,67863.36,29505.81,30
Watches,Budget version 1,Dec,13643.61,65069.46,28291.07,28
Watches,Budget version 1,Jan,4696.95,22400.89,9739.52,10
Watches,Budget version 1,Feb,7157.11,34134.64,14841.15,15
Watches,Budget version 1,Mar,6039.24,28801.07,12522.2,13
Watches,Budget version 2,Apr,14629.13,69768.5,30334.13,30
Watches,Budget version 2,May,5068.36,24171.6,10509.39,11
Watches,Budget version 2,Jun,7717.35,36807.18,16003.12,16
Watches,Budget version 2,Jul,6450.4,30764.28,13375.77,13
Knives,Budget version 1,Aug,16941.77,80799.2,35130.09,35
Knives,Budget version 1,Sep,17737.94,84595.37,36780.6,37
Knives,Budget version 1,Oct,6481.26,30909.71,13439,13
Knives,Budget version 2,Nov,18152.76,86574.27,37640.99,38
Knives,Budget version 2,Dec,18972.47,90484.47,39341.07,39
Knives,Budget version 2,Jan,6968.27,33233.33,14449.27,14
Watches,Budget version 1,Feb,5144.21,24534.63,10667.23,11
Watches,Budget version 1,Mar,14762,70403.03,30610.01,31
Watches,Budget version 2,Apr,5529.21,26369.16,11464.85,11
Watches,Budget version 2,May,15781.01,75262.14,32722.67,33
Navigation,Budget version 1,Jun,8317.88,39669.61,17247.66,17
Navigation,Budget version 1,Jul,14787.11,70523.86,30662.55,31
Navigation,Budget version 2,Aug,8884.93,42373.01,18423.05,18
Navigation,Budget version 2,Sep,15865.75,75665.98,32898.25,33
Navigation,Budget version 1,Oct,13555.2,64646.79,28107.3,28
Navigation,Budget version 1,Nov,6777.34,32323.66,14053.77,14
Navigation,Budget version 1,Dec,5545.43,26446.58,11498.51,11
Navigation,Budget version 1,Jan,10166.01,48484.96,21080.42,21
Navigation,Budget version 1,Feb,10474.12,49954.36,21719.29,22
Navigation,Budget version 2,Mar,14596.18,69613.14,30266.58,30
Navigation,Budget version 2,Apr,7139.33,34049.9,14804.3,15
Navigation,Budget version 2,May,5870.28,27996.54,12172.41,12
Navigation,Budget version 2,Jun,10788.5,51453.05,22370.89,22
Navigation,Budget version 2,Jul,11264.53,53722.8,23357.74,23
Navigation,Budget version 1,Aug,3080.56,14692.43,6388.01,6
Navigation,Budget version 1,Sep,41281.29,196879.17,85599.64,86
Navigation,Budget version 1,Oct,20948.75,99908.72,43438.57,43
Navigation,Budget version 1,Nov,23721.21,113132.27,49187.94,49
Navigation,Budget version 1,Dec,13555.2,64646.79,28107.3,28
Navigation,Budget version 1,Jan,16019.54,76400.94,33217.8,33
Navigation,Budget version 1,Feb,4004.88,19100.1,8304.39,8
Navigation,Budget version 1,Mar,6777.34,32323.66,14053.77,14
Navigation,Budget version 1,Apr,91188.05,434897.34,189085.8,189
Navigation,Budget version 2,May,3331.65,15889.81,6908.61,7
Navigation,Budget version 2,Jun,44264.55,211108.65,91786.37,92
Navigation,Budget version 2,Jul,22370.55,106689.2,46386.61,46
Navigation,Budget version 2,Aug,25384.68,121066.19,52637.47,53
Navigation,Budget version 2,Sep,14596.18,69613.14,30266.58,30
Navigation,Budget version 2,Oct,17134.8,81719.34,35530.15,36
Navigation,Budget version 2,Nov,4283.7,20429.83,8882.53,9
Navigation,Budget version 2,Dec,7298.35,34806.31,15133.18,15
Navigation,Budget version 2,Jan,97731.56,466104.17,202653.99,203
Navigation,Budget version 1,Feb,26493.66,126355.3,54937.09,55
Navigation,Budget version 1,Mar,1848.65,8815.35,3832.76,4
Navigation,Budget version 1,Apr,16635.76,79339.22,34495.31,34
Navigation,Budget version 2,May,28557.83,136199.08,59216.99,59
Navigation,Budget version 2,Jun,1904.1,9080.04,3947.84,4
Navigation,Budget version 2,Jul,17927.83,85502.95,37175.2,37
Binoculars,Budget version 1,Aug,6674.81,31834.03,13840.88,14
Binoculars,Budget version 1,Sep,6674.81,31834.03,13840.88,14
Binoculars,Budget version 1,Oct,6941.59,33107.27,14394.47,14
Binoculars,Budget version 1,Nov,2936.71,14007.16,6090.07,6
Binoculars,Budget version 2,Dec,7150.31,34100.64,14826.37,15
Binoculars,Budget version 2,Jan,7150.31,34100.64,14826.37,15
